authentication failed	0	CURL_perform() failed : Timeout was reached
authentication failed	0	Change state failed : Failed to change state of a FairMQ device
authentication failed	1	Could not find an env var QC_BKP_CLIENT_TOKEN nor a qc_bkp_client_token.txt file, using BKP client without an authentication token
authentication failed	0	Failed registration to the BookKeeping : errors resolving ali-bookkeeping-internal : <NUM> : [field : hostname lookup error : address lookup failed for ali-bookkeeping-internal : <NUM> : Domain name not found]
authentication failed	0	Failed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : connect() timed out
authentication failed	0	Failed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : getsockopt(SO_ERROR) : Connection timed out
authentication failed	0	Failed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : getsockopt(SO_ERROR) : Connection timed outResetting the <*>
authentication failed	0	Failed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : tcp handshaker <*> <*> <*>
authentication failed	0	Failed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : tcp handshaker shutdown
authentication failed	0	Failed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : tcp handshaker shutdownInput summary (seen/expected) : data <NUM>/<NUM>, timer <NUM>/<NUM>, condition <NUM>/<NUM>. Action taken : <*>
authentication failed	0	Failed to parse json in CcdbDatabase : : getListingAsPtree from data :
authentication failed	0	Following collections failed to transition to <*> state :
authentication failed	0	ResetFailed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : tcp handshaker shutdown
authentication failed	0	Sending TfBuilder status update failed.
authentication failed	0	StfSender gRPC connection error. stfs_id = <*> code = <NUM> error = failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : Connection refused
authentication failed	0	StfSender gRPC connection error. stfs_id = <*> code = <NUM> error = failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : Connection refused <msgs_suppressed = <NUM>>
authentication failed	0	StfSender gRPC connection finished. success = false failed = <NUM>
authentication failed	0	TfBuilderUCXDisconnectionRequest : gRPC call failed err = failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : Connection refused details =
authentication failed	0	failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : getsockopt(SO_ERROR) : Connection timed out
authentication failed	0	failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : tcp handshaker shutdown
authentication failed	0	resetFailed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : Failed to connect to remote host : getsockopt(SO_ERROR) : Connection timed out
authentication failed	0	resetFailed registration to the BookKeeping : failed to connect to all addresses ; last error : UNKNOWN : ipv4 : <IP> : tcp handshaker shutdown
calibration object missing	0	"calib" :
calibration object missing	0	>> Aggregator name : CalibQuality
calibration object missing	0	Backpressure on channel from_tof-diagnostic-calibration_to_ccdb-populator[<NUM>]. Waiting.
calibration object missing	0	CALIB_TPC_SAC = <NUM>
calibration object missing	0	CALIB_TPC_SCDCALIB = <NUM>
calibration object missing	0	CalVdriftExB object has been updated
calibration object missing	0	CalibQuality : Detector MCH
calibration object missing	0	CalibQuality : QualityObjects :
calibration object missing	0	Calibration data requested, disabling ensureContinuousROF!
calibration object missing	1	Calibration data was not published, laser track calibration might not have enough statistics : <NUM> (<NUM>) matched tracks in <NUM> TFs on the A (C) < <NUM> min TFs ? <NUM> min matches per side per TF? Or eos was not called by the framework.
calibration object missing	0	ERROR Trying to set resources, but no calib_collection_cores was set! This will leave calib collections without number of cores specific!
calibration object missing	0	Energy Calibration from command line <*> = <NUM>
calibration object missing	0	Found topology MID-calib-workflow - ['MID-calib-workflow : ', 'O2PDPSuite', 'reco,<NUM>,<NUM>,production/calib/mid-badchannels.sh']
calibration object missing	0	Found topology tpc-idc-calib - ['tpc-idc-calib : ', 'O2PDPSuite', 'calib,<NUM>,AGGREGATOR_TASKS = TPC_IDCBOTH_SAC SHMSIZE = <NUM> WORKFLOW_PARAMETERS+ = ,CALIB_PROXIES production/aggregator-workflow.sh', 'calib,<NUM>,AGGREGATOR_TASKS = TPC_CMV SHMSIZE = <NUM> WORKFLOW_PARAMETERS+ = ,CALIB_PROXIES production/aggregator-workflow.sh']
calibration object missing	0	HMP_PED_TAG = 'Calib'
calibration object missing	0	INFO Adding calibration topology files : ['<PATH> : <NUM>', '<PATH> : <NUM>', '<PATH> : <NUM>', '<PATH> : <NUM>', '<PATH> : <NUM>', '<PATH> : <NUM>', '<PATH> : <NUM>']
